Site Name,Day,Hour,Solar Zenith Angle,Clearsky DHI,Clearsky DNI,Clearsky GHI,Relative Humidity,DHI,DNI,GHI,Energy Output(kWh),Datetime
site10,54,17,112.19,0.0,0.0,0.0,61.93,0.0,0.0,0.0,1.995,2023-02-23 17:00:00
site10,54,18,126.74,0.0,0.0,0.0,60.4,0.0,0.0,0.0,0.8685,2023-02-23 18:00:00
site10,54,19,141.38,0.0,0.0,0.0,63.57,0.0,0.0,0.0,0.15,2023-02-23 19:00:00
site10,54,20,158.83,0.0,0.0,0.0,64.57,0.0,0.0,0.0,0.0,2023-02-23 20:00:00
site10,54,21,170.89,0.0,0.0,0.0,67.56,0.0,0.0,0.0,0.0,2023-02-23 21:00:00
site10,54,22,167.41,0.0,0.0,0.0,67.46,0.0,0.0,0.0,0.0,2023-02-23 22:00:00
site10,54,23,154.34,0.0,0.0,0.0,67.74,0.0,0.0,0.0,0.0,2023-02-23 23:00:00
site10,55,0,140.3,0.0,0.0,0.0,74.11,0.0,0.0,0.0,0.0,2023-02-24 00:00:00
site10,55,1,133.21,0.0,0.0,0.0,77.77,0.0,0.0,0.0,0.0,2023-02-24 01:00:00
site10,55,2,113.19,0.0,0.0,0.0,77.8,0.0,0.0,0.0,0.0,2023-02-24 02:00:00
site10,55,3,104.46,0.0,0.0,0.0,81.33,0.0,0.0,0.0,0.0,2023-02-24 03:00:00
site10,55,4,93.33,0.0,0.0,0.0,77.28,0.0,0.0,0.0,0.03,2023-02-24 04:00:00
site10,55,5,78.69,55.27,551.65,169.72,67.35,30.76,0.0,31.62,0.339,2023-02-24 05:00:00
site10,55,6,62.65,76.01,737.1,405.26,58.16,215.41,27.86,218.84,1.047,2023-02-24 06:00:00
site10,55,7,51.93,87.87,858.86,603.76,46.52,315.31,72.9,375.25,2.322,2023-02-24 07:00:00
site10,55,8,44.97,104.39,892.72,715.31,40.2,104.3,884.06,751.07,4.203,2023-02-24 08:00:00
site10,55,9,36.01,101.55,921.0,824.52,39.69,103.37,864.76,805.26,7.4925,2023-02-24 09:00:00
site10,55,10,36.96,105.55,881.37,821.2,36.55,100.37,897.48,847.19,10.761,2023-02-24 10:00:00
site10,55,11,39.86,97.2,867.13,764.12,38.65,210.04,0.0,200.03,16.4385,2023-02-24 11:00:00
site10,55,12,48.11,92.55,867.23,619.83,37.95,217.74,15.95,228.09,13.953,2023-02-24 12:00:00
site10,55,13,61.93,84.51,749.59,478.48,39.31,79.47,785.09,447.52,12.567,2023-02-24 13:00:00
site10,55,14,75.04,63.06,638.01,239.53,42.41,63.37,634.76,243.96,11.4285,2023-02-24 14:00:00
site10,55,15,82.93,23.63,248.06,39.89,58.38,23.51,248.91,40.6,9.1965,2023-02-24 15:00:00
site10,55,16,99.97,0.0,0.0,0.0,59.33,0.0,0.0,0.0,5.124,2023-02-24 16:00:00
site10,55,17,116.54,0.0,0.0,0.0,59.89,0.0,0.0,0.0,2.1705,2023-02-24 17:00:00
site10,55,18,124.99,0.0,0.0,0.0,61.96,0.0,0.0,0.0,0.9945,2023-02-24 18:00:00
site10,55,19,141.16,0.0,0.0,0.0,63.16,0.0,0.0,0.0,0.27,2023-02-24 19:00:00
site10,55,20,159.37,0.0,0.0,0.0,71.98,0.0,0.0,0.0,0.0,2023-02-24 20:00:00
site10,55,21,169.57,0.0,0.0,0.0,76.65,0.0,0.0,0.0,0.0,2023-02-24 21:00:00
site10,55,22,175.33,0.0,0.0,0.0,73.93,0.0,0.0,0.0,0.0,2023-02-24 22:00:00
site10,55,23,153.78,0.0,0.0,0.0,77.4,0.0,0.0,0.0,0.0,2023-02-24 23:00:00
site10,56,0,150.55,0.0,0.0,0.0,82.04,0.0,0.0,0.0,0.0,2023-02-25 00:00:00
site10,56,1,130.27,0.0,0.0,0.0,78.21,0.0,0.0,0.0,0.0,2023-02-25 01:00:00
site10,56,2,121.05,0.0,0.0,0.0,81.25,0.0,0.0,0.0,0.0,2023-02-25 02:00:00
site10,56,3,100.38,0.0,0.0,0.0,81.01,0.0,0.0,0.0,0.0,2023-02-25 03:00:00
site10,56,4,91.1,0.0,0.0,0.0,75.09,0.0,0.0,0.0,0.33,2023-02-25 04:00:00
site10,56,5,78.85,51.23,550.25,179.8,68.43,52.33,554.98,174.95,1.128,2023-02-25 05:00:00
site10,56,6,66.98,81.14,744.67,388.69,62.01,82.3,739.86,387.5,2.4915,2023-02-25 06:00:00
site10,56,7,55.19,99.64,820.69,598.55,60.19,102.11,780.36,572.32,4.6455,2023-02-25 07:00:00
site10,56,8,44.72,109.83,859.98,750.81,54.28,105.02,855.09,758.74,8.778,2023-02-25 08:00:00
site10,56,9,36.98,93.67,944.15,835.57,49.21,96.81,894.71,830.02,5.394,2023-02-25 09:00:00
site10,56,10,36.83,91.21,903.41,839.58,46.39,90.81,938.46,832.32,4.335,2023-02-25 10:00:00
site10,56,11,42.65,95.48,891.89,790.48,47.03,96.13,885.91,789.11,4.107,2023-02-25 11:00:00
site10,56,12,50.21,95.08,850.9,634.59,45.11,98.13,847.75,636.07,5.106,2023-02-25 12:00:00
site10,56,13,58.85,86.66,740.4,456.3,47.73,89.52,732.91,460.11,5.5695,2023-02-25 13:00:00
site10,56,14,71.24,67.63,626.09,246.67,52.66,68.5,625.79,239.18,7.797,2023-02-25 14:00:00
site10,56,15,87.22,24.91,212.88,38.55,65.29,23.34,213.67,39.13,3.726,2023-02-25 15:00:00
site10,56,16,96.03,0.0,0.0,0.0,69.22,0.0,0.0,0.0,5.7465,2023-02-25 16:00:00
site10,56,17,111.1,0.0,0.0,0.0,73.8,0.0,0.0,0.0,2.382,2023-02-25 17:00:00
site10,56,18,128.62,0.0,0.0,0.0,79.9,0.0,0.0,0.0,0.5055,2023-02-25 18:00:00
site10,56,19,145.82,0.0,0.0,0.0,82.44,0.0,0.0,0.0,0.0015,2023-02-25 19:00:00
site10,56,20,158.6,0.0,0.0,0.0,88.17,0.0,0.0,0.0,0.0,2023-02-25 20:00:00
site10,56,21,165.02,0.0,0.0,0.0,90.72,0.0,0.0,0.0,0.0,2023-02-25 21:00:00
site10,56,22,168.65,0.0,0.0,0.0,95.57,0.0,0.0,0.0,0.0,2023-02-25 22:00:00
site10,56,23,160.62,0.0,0.0,0.0,94.16,0.0,0.0,0.0,0.0,2023-02-25 23:00:00
site10,57,0,149.54,0.0,0.0,0.0,100.4,0.0,0.0,0.0,0.0,2023-02-26 00:00:00
site10,57,1,134.28,0.0,0.0,0.0,94.4,0.0,0.0,0.0,0.0,2023-02-26 01:00:00
site10,57,2,119.59,0.0,0.0,0.0,99.23,0.0,0.0,0.0,0.0,2023-02-26 02:00:00
site10,57,3,108.04,0.0,0.0,0.0,98.72,0.0,0.0,0.0,0.0,2023-02-26 03:00:00
site10,57,4,92.02,0.0,0.0,0.0,93.9,0.0,0.0,0.0,0.15,2023-02-26 04:00:00
site10,57,5,74.71,61.87,482.02,163.88,89.0,60.4,506.34,172.51,1.0095,2023-02-26 05:00:00
site10,57,6,65.99,83.73,691.9,398.42,77.95,87.48,692.71,392.95,1.4445,2023-02-26 06:00:00
site10,57,7,51.44,101.89,812.43,598.78,67.41,96.67,800.06,585.42,4.611,2023-02-26 07:00:00
site10,57,8,43.11,105.06,896.37,747.82,56.18,105.01,839.06,706.78,9.534,2023-02-26 08:00:00
site10,57,9,37.76,108.02,902.19,786.46,51.71,380.91,19.54,374.26,8.199,2023-02-26 09:00:00
site10,57,10,36.85,107.92,868.13,840.78,46.66,388.68,31.99,417.72,7.086,2023-02-26 10:00:00
site10,57,11,41.36,99.96,913.78,788.96,47.64,198.73,0.0,189.2,7.7475,2023-02-26 11:00:00
site10,57,12,50.98,110.27,811.18,625.44,46.02,306.27,31.4,323.5,4.5825,2023-02-26 12:00:00
site10,57,13,59.78,96.68,737.97,450.49,48.21,93.42,710.68,435.68,2.385,2023-02-26 13:00:00
site10,57,14,73.74,71.84,572.03,238.42,51.62,71.35,574.91,239.63,2.1375,2023-02-26 14:00:00
site10,57,15,85.37,24.94,168.36,36.08,58.35,24.71,174.05,35.84,5.3445,2023-02-26 15:00:00
site10,57,16,98.09,0.0,0.0,0.0,67.99,0.0,0.0,0.0,4.065,2023-02-26 16:00:00
site10,57,17,116.52,0.0,0.0,0.0,71.22,0.0,0.0,0.0,3.5055,2023-02-26 17:00:00
site10,57,18,131.69,0.0,0.0,0.0,74.03,0.0,0.0,0.0,0.867,2023-02-26 18:00:00
site10,57,19,138.17,0.0,0.0,0.0,80.19,0.0,0.0,0.0,0.2115,2023-02-26 19:00:00
site10,57,20,159.84,0.0,0.0,0.0,80.25,0.0,0.0,0.0,0.0,2023-02-26 20:00:00
site10,57,21,167.31,0.0,0.0,0.0,80.28,0.0,0.0,0.0,0.0,2023-02-26 21:00:00
site10,57,22,165.55,0.0,0.0,0.0,85.76,0.0,0.0,0.0,0.0,2023-02-26 22:00:00
site10,57,23,160.1,0.0,0.0,0.0,84.3,0.0,0.0,0.0,0.0,2023-02-26 23:00:00
site10,58,0,145.89,0.0,0.0,0.0,87.4,0.0,0.0,0.0,0.0,2023-02-27 00:00:00
site10,58,1,132.87,0.0,0.0,0.0,96.34,0.0,0.0,0.0,0.0,2023-02-27 01:00:00
site10,58,2,113.39,0.0,0.0,0.0,93.86,0.0,0.0,0.0,0.0,2023-02-27 02:00:00
site10,58,3,101.76,0.0,0.0,0.0,93.13,0.0,0.0,0.0,0.0,2023-02-27 03:00:00
site10,58,4,88.37,0.0,0.0,0.0,91.15,0.0,0.0,0.0,0.03,2023-02-27 04:00:00
site10,58,5,78.71,62.29,486.27,169.53,84.16,65.73,494.84,171.04,0.231,2023-02-27 05:00:00
site10,58,6,64.13,88.64,726.03,391.66,74.12,88.17,685.03,375.22,0.579,2023-02-27 06:00:00
site10,58,7,53.22,106.44,838.31,589.2,61.94,101.42,808.84,606.22,1.596,2023-02-27 07:00:00
site10,58,8,45.26,105.49,865.56,741.57,53.53,109.63,894.05,709.82,4.308,2023-02-27 08:00:00
site10,58,9,37.6,118.04,866.46,817.0,48.21,124.19,903.65,811.67,7.2045,2023-02-27 09:00:00
site10,58,10,35.71,114.4,892.04,798.34,43.03,270.06,1.03,270.55,12.342,2023-02-27 10:00:00
site10,58,11,43.36,109.73,880.43,740.46,41.02,416.33,133.2,528.73,3.5445,2023-02-27 11:00:00
site10,58,12,49.33,106.78,811.22,650.18,40.51,106.14,821.12,646.55,7.227,2023-02-27 12:00:00
site10,58,13,59.3,88.32,780.64,466.29,41.24,88.05,751.36,450.4,6.198,2023-02-27 13:00:00
site10,58,14,75.17,63.06,641.02,232.16,48.2,64.39,596.63,232.61,12.651,2023-02-27 14:00:00
site10,58,15,89.49,22.88,214.96,37.14,58.12,23.63,216.75,35.72,7.44,2023-02-27 15:00:00
site10,58,16,100.91,0.0,0.0,0.0,66.1,0.0,0.0,0.0,5.5575,2023-02-27 16:00:00
site10,58,17,117.91,0.0,0.0,0.0,69.54,0.0,0.0,0.0,2.6055,2023-02-27 17:00:00
site10,58,18,125.84,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.7245,2023-02-27 18:00:00
site10,58,19,137.09,0.0,0.0,0.0,75.95,0.0,0.0,0.0,0.1815,2023-02-27 19:00:00
site10,58,20,151.25,0.0,0.0,0.0,76.91,0.0,0.0,0.0,0.0,2023-02-27 20:00:00
site10,58,21,171.12,0.0,0.0,0.0,79.11,0.0,0.0,0.0,0.0,2023-02-27 21:00:00
site10,58,22,167.05,0.0,0.0,0.0,81.32,0.0,0.0,0.0,0.0,2023-02-27 22:00:00
site10,58,23,153.13,0.0,0.0,0.0,89.06,0.0,0.0,0.0,0.0,2023-02-27 23:00:00
site10,59,0,143.7,0.0,0.0,0.0,88.45,0.0,0.0,0.0,0.0,2023-02-28 00:00:00
site10,59,1,132.72,0.0,0.0,0.0,93.41,0.0,0.0,0.0,0.0,2023-02-28 01:00:00
site10,59,2,122.0,0.0,0.0,0.0,94.84,0.0,0.0,0.0,0.0,2023-02-28 02:00:00
site10,59,3,108.14,0.0,0.0,0.0,95.75,0.0,0.0,0.0,0.0,2023-02-28 03:00:00
site10,59,4,86.97,0.0,0.0,0.0,93.89,0.0,0.0,0.0,0.09,2023-02-28 04:00:00
site10,59,5,77.69,52.26,582.38,174.88,73.25,48.97,575.25,169.4,0.4845,2023-02-28 05:00:00
site10,59,6,66.18,68.56,797.38,408.51,58.89,73.75,783.9,396.63,2.6865,2023-02-28 06:00:00
site10,59,7,54.48,79.97,898.18,585.75,44.65,78.79,881.38,607.39,3.066,2023-02-28 07:00:00
site10,59,8,45.24,84.66,881.54,731.7,37.0,87.95,905.53,749.97,4.7145,2023-02-28 08:00:00
site10,59,9,36.73,89.54,917.34,836.28,31.6,85.32,904.84,812.29,6.2805,2023-02-28 09:00:00
site10,59,10,38.58,86.9,934.35,854.63,30.41,88.17,932.03,804.27,13.191,2023-02-28 10:00:00
site10,59,11,40.47,89.94,945.62,774.95,29.04,88.03,943.81,768.86,5.6865,2023-02-28 11:00:00
site10,59,12,51.44,89.04,841.21,662.21,28.66,87.84,887.44,629.42,6.456,2023-02-28 12:00:00
site10,59,13,61.76,77.12,771.53,473.81,28.33,74.95,814.92,460.03,3.825,2023-02-28 13:00:00
site10,59,14,75.98,57.86,676.54,248.24,31.67,56.67,637.42,244.47,9.063,2023-02-28 14:00:00
site10,59,15,85.83,20.72,240.47,35.58,46.8,20.56,242.76,34.59,9.051,2023-02-28 15:00:00
site10,59,16,97.84,0.0,0.0,0.0,45.19,0.0,0.0,0.0,6.54,2023-02-28 16:00:00
site10,59,17,115.49,0.0,0.0,0.0,46.35,0.0,0.0,0.0,3.1125,2023-02-28 17:00:00
site10,59,18,132.17,0.0,0.0,0.0,50.86,0.0,0.0,0.0,0.855,2023-02-28 18:00:00
site10,59,19,139.92,0.0,0.0,0.0,56.02,0.0,0.0,0.0,0.21,2023-02-28 19:00:00
site10,59,20,159.34,0.0,0.0,0.0,59.04,0.0,0.0,0.0,0.0,2023-02-28 20:00:00
site10,59,21,174.47,0.0,0.0,0.0,63.96,0.0,0.0,0.0,0.0,2023-02-28 21:00:00
site10,59,22,168.15,0.0,0.0,0.0,65.13,0.0,0.0,0.0,0.0,2023-02-28 22:00:00
site10,59,23,159.48,0.0,0.0,0.0,67.66,0.0,0.0,0.0,0.0,2023-02-28 23:00:00
site10,60,0,140.89,0.0,0.0,0.0,65.21,0.0,0.0,0.0,0.0,2023-03-01 00:00:00
site10,60,1,131.34,0.0,0.0,0.0,67.98,0.0,0.0,0.0,0.0,2023-03-01 01:00:00
site10,60,2,116.41,0.0,0.0,0.0,67.08,0.0,0.0,0.0,0.0,2023-03-01 02:00:00
site10,60,3,105.72,0.0,0.0,0.0,67.26,0.0,0.0,0.0,0.0,2023-03-01 03:00:00
site10,60,4,88.96,0.0,0.0,0.0,60.08,0.0,0.0,0.0,0.18,2023-03-01 04:00:00
site10,60,5,77.94,51.08,521.85,165.27,49.47,50.91,561.64,164.94,0.6225,2023-03-01 05:00:00
site10,60,6,65.39,78.96,739.53,392.83,40.33,155.23,403.76,330.05,2.2065,2023-03-01 06:00:00
site10,60,7,55.86,92.5,853.72,566.03,32.78,277.13,84.75,323.4,6.6345,2023-03-01 07:00:00
site10,60,8,46.22,102.49,899.66,720.18,29.9,361.2,345.66,616.99,10.6995,2023-03-01 08:00:00
site10,60,9,39.68,103.84,884.54,812.36,31.78,106.06,926.52,803.07,13.752,2023-03-01 09:00:00
site10,60,10,38.58,105.54,866.78,809.02,29.19,105.51,901.84,843.04,16.1595,2023-03-01 10:00:00
site10,60,11,41.14,105.24,874.92,777.31,29.98,102.8,850.42,766.92,12.8085,2023-03-01 11:00:00
site10,60,12,52.29,84.19,837.09,622.07,30.73,225.45,14.48,227.58,11.586,2023-03-01 12:00:00
site10,60,13,59.73,76.57,798.96,447.26,31.93,254.59,170.14,348.37,6.636,2023-03-01 13:00:00
site10,60,14,74.91,58.9,615.3,235.03,36.86,132.93,12.57,136.11,6.5205,2023-03-01 14:00:00
site10,60,15,88.28,19.64,216.47,32.01,50.8,20.74,220.5,32.43,6.3915,2023-03-01 15:00:00
site10,60,16,98.36,0.0,0.0,0.0,53.53,0.0,0.0,0.0,5.4735,2023-03-01 16:00:00
site10,60,17,111.3,0.0,0.0,0.0,56.79,0.0,0.0,0.0,3.2145,2023-03-01 17:00:00
site10,60,18,129.99,0.0,0.0,0.0,61.73,0.0,0.0,0.0,0.7635,2023-03-01 18:00:00
site10,60,19,137.02,0.0,0.0,0.0,63.36,0.0,0.0,0.0,0.24,2023-03-01 19:00:00
site10,60,20,151.0,0.0,0.0,0.0,70.46,0.0,0.0,0.0,0.0,2023-03-01 20:00:00
site10,60,21,161.52,0.0,0.0,0.0,73.74,0.0,0.0,0.0,0.0,2023-03-01 21:00:00
site10,60,22,171.6,0.0,0.0,0.0,73.28,0.0,0.0,0.0,0.0,2023-03-01 22:00:00
site10,60,23,155.31,0.0,0.0,0.0,76.69,0.0,0.0,0.0,0.0,2023-03-01 23:00:00
site2,1,0,141.7,0.0,0.0,0.0,61.16,0.0,0.0,0.0,0.0,2023-01-01 00:00:00
site2,1,1,129.03,0.0,0.0,0.0,63.5,0.0,0.0,0.0,0.0,2023-01-01 01:00:00
site2,1,2,114.45,0.0,0.0,0.0,62.18,0.0,0.0,0.0,0.0,2023-01-01 02:00:00
site2,1,3,96.94,0.0,0.0,0.0,66.29,0.0,0.0,0.0,0.0,2023-01-01 03:00:00
site2,1,4,84.8,28.9,207.12,45.69,55.68,31.94,0.0,31.84,0.0,2023-01-01 04:00:00
site2,1,5,70.44,85.09,575.13,266.21,45.45,137.59,4.81,138.92,0.288,2023-01-01 05:00:00
site2,1,6,59.59,113.71,722.53,505.48,35.52,275.97,39.39,291.64,1.464,2023-01-01 06:00:00
site2,1,7,42.89,130.35,834.51,707.48,31.58,411.38,162.32,529.99,4.968,2023-01-01 07:00:00
site2,1,8,31.39,150.74,893.11,877.72,29.18,157.82,871.28,905.71,9.216,2023-01-01 08:00:00
site2,1,9,18.54,143.75,916.85,1011.27,27.69,142.91,922.66,1000.2,12.216,2023-01-01 09:00:00
site2,1,10,14.01,147.07,886.18,993.48,26.82,142.2,921.64,1004.35,13.584,2023-01-01 10:00:00
site2,1,11,21.93,147.86,890.98,999.29,27.39,469.15,133.94,584.29,11.76,2023-01-01 11:00:00
site2,1,12,33.73,146.33,864.57,845.77,27.56,457.72,79.94,494.16,4.992,2023-01-01 12:00:00
site2,1,13,48.35,127.79,789.3,669.29,28.75,132.78,812.84,702.88,4.896,2023-01-01 13:00:00
site2,1,14,60.12,111.38,698.57,431.2,30.39,225.45,257.38,352.74,4.776,2023-01-01 14:00:00
site2,1,15,77.03,76.28,502.95,208.4,35.79,37.22,0.0,36.62,4.704,2023-01-01 15:00:00
site2,1,16,91.62,10.25,44.46,10.88,43.24,10.33,43.92,10.72,4.416,2023-01-01 16:00:00
site2,1,17,98.86,0.0,0.0,0.0,44.81,0.0,0.0,0.0,2.256,2023-01-01 17:00:00
site2,1,18,114.53,0.0,0.0,0.0,47.94,0.0,0.0,0.0,0.408,2023-01-01 18:00:00
site2,1,19,124.77,0.0,0.0,0.0,48.9,0.0,0.0,0.0,0.0,2023-01-01 19:00:00
site2,1,20,144.05,0.0,0.0,0.0,48.58,0.0,0.0,0.0,0.0,2023-01-01 20:00:00
site2,1,21,150.73,0.0,0.0,0.0,52.2,0.0,0.0,0.0,0.0,2023-01-01 21:00:00
site2,1,22,156.98,0.0,0.0,0.0,52.92,0.0,0.0,0.0,0.0,2023-01-01 22:00:00
site2,1,23,150.57,0.0,0.0,0.0,57.15,0.0,0.0,0.0,0.0,2023-01-01 23:00:00
site2,2,0,141.04,0.0,0.0,0.0,56.47,0.0,0.0,0.0,0.0,2023-01-02 00:00:00
site2,2,1,123.54,0.0,0.0,0.0,61.53,0.0,0.0,0.0,0.0,2023-01-02 01:00:00
site2,2,2,114.45,0.0,0.0,0.0,63.9,0.0,0.0,0.0,0.0,2023-01-02 02:00:00
site2,2,3,103.34,0.0,0.0,0.0,65.23,0.0,0.0,0.0,0.0,2023-01-02 03:00:00
site2,2,4,87.75,29.99,195.25,45.79,56.78,31.02,190.78,44.27,0.024,2023-01-02 04:00:00
site2,2,5,74.4,81.52,585.93,260.12,47.5,84.07,591.3,266.37,0.168,2023-01-02 05:00:00
site2,2,6,57.54,110.58,753.9,521.37,38.36,112.57,726.71,528.79,0.384,2023-01-02 06:00:00
site2,2,7,44.73,127.55,825.7,756.73,31.68,131.41,820.08,723.28,1.032,2023-01-02 07:00:00
site2,2,8,31.54,138.64,854.22,920.45,27.72,140.65,901.66,885.96,3.0,2023-01-02 08:00:00
site2,2,9,18.3,138.75,929.07,1003.42,28.05,139.65,899.82,978.2,5.16,2023-01-02 09:00:00
site2,2,10,13.88,143.1,894.86,1021.27,27.09,142.41,948.19,1063.99,9.168,2023-01-02 10:00:00
site2,2,11,21.91,144.85,908.0,1008.19,26.03,143.06,919.07,1001.49,2.184,2023-01-02 11:00:00
site2,2,12,33.25,154.72,847.53,871.89,26.35,458.21,137.81,571.7,5.52,2023-01-02 12:00:00
site2,2,13,47.59,144.5,783.15,661.51,26.5,140.51,781.0,663.88,4.704,2023-01-02 13:00:00
site2,2,14,61.09,118.4,696.06,448.55,28.78,240.83,25.88,255.49,9.864,2023-01-02 14:00:00
site2,2,15,75.8,83.09,466.29,199.29,33.85,81.78,480.12,198.73,5.688,2023-01-02 15:00:00
site2,2,16,87.66,9.11,32.01,9.24,39.93,3.07,0.0,2.99,4.248,2023-01-02 16:00:00
site2,2,17,99.43,0.0,0.0,0.0,43.5,0.0,0.0,0.0,1.968,2023-01-02 17:00:00
site2,2,18,118.58,0.0,0.0,0.0,44.55,0.0,0.0,0.0,0.552,2023-01-02 18:00:00
site2,2,19,132.31,0.0,0.0,0.0,49.2,0.0,0.0,0.0,0.144,2023-01-02 19:00:00
site2,2,20,146.23,0.0,0.0,0.0,54.87,0.0,0.0,0.0,0.0,2023-01-02 20:00:00
site2,2,21,150.09,0.0,0.0,0.0,58.96,0.0,0.0,0.0,0.0,2023-01-02 21:00:00
site2,2,22,155.76,0.0,0.0,0.0,62.43,0.0,0.0,0.0,0.0,2023-01-02 22:00:00
site2,2,23,144.0,0.0,0.0,0.0,64.07,0.0,0.0,0.0,0.0,2023-01-02 23:00:00
site2,3,0,142.4,0.0,0.0,0.0,68.99,0.0,0.0,0.0,0.0,2023-01-03 00:00:00
site2,3,1,125.67,0.0,0.0,0.0,70.81,0.0,0.0,0.0,0.0,2023-01-03 01:00:00
site2,3,2,109.69,0.0,0.0,0.0,75.36,0.0,0.0,0.0,0.0,2023-01-03 02:00:00
site2,3,3,100.35,0.0,0.0,0.0,70.47,0.0,0.0,0.0,0.024,2023-01-03 03:00:00
site2,3,4,83.46,30.98,196.75,43.39,63.43,37.35,4.07,35.62,0.216,2023-01-03 04:00:00
site2,3,5,69.25,81.74,597.9,258.82,50.8,153.54,10.33,156.92,0.6,2023-01-03 05:00:00
site2,3,6,59.74,114.28,746.88,527.39,40.19,218.23,422.05,464.54,0.504,2023-01-03 06:00:00
site2,3,7,42.27,136.77,849.48,725.67,33.2,249.9,529.12,665.11,1.488,2023-01-03 07:00:00
site2,3,8,30.96,144.11,862.88,937.82,28.8,147.06,912.66,900.74,1.704,2023-01-03 08:00:00
site2,3,9,19.62,138.56,931.94,1004.41,25.76,148.2,884.69,1021.06,5.928,2023-01-03 09:00:00
site2,3,10,14.65,142.57,897.44,1060.34,24.51,147.5,881.56,1064.36,4.944,2023-01-03 10:00:00
site2,3,11,21.48,149.08,920.24,980.58,25.8,148.1,897.52,990.1,5.76,2023-01-03 11:00:00
site2,3,12,33.2,176.23,855.61,857.14,25.72,176.31,826.01,856.69,8.28,2023-01-03 12:00:00
site2,3,13,46.47,155.59,737.05,642.51,27.47,148.97,761.99,668.92,1.128,2023-01-03 13:00:00
site2,3,14,60.41,131.68,629.23,442.84,29.58,125.66,642.15,426.6,1.68,2023-01-03 14:00:00
site2,3,15,75.5,88.18,437.28,185.97,33.95,78.46,3.07,75.35,5.76,2023-01-03 15:00:00
site2,3,16,89.59,0.0,0.0,0.0,40.1,0.0,0.0,0.0,5.856,2023-01-03 16:00:00
site2,3,17,102.09,0.0,0.0,0.0,42.76,0.0,0.0,0.0,2.496,2023-01-03 17:00:00
site2,3,18,112.11,0.0,0.0,0.0,46.45,0.0,0.0,0.0,0.888,2023-01-03 18:00:00
site2,3,19,133.29,0.0,0.0,0.0,48.95,0.0,0.0,0.0,0.432,2023-01-03 19:00:00
site2,3,20,142.33,0.0,0.0,0.0,50.97,0.0,0.0,0.0,0.024,2023-01-03 20:00:00
site2,3,21,148.03,0.0,0.0,0.0,53.89,0.0,0.0,0.0,0.0,2023-01-03 21:00:00
site2,3,22,155.77,0.0,0.0,0.0,56.66,0.0,0.0,0.0,0.0,2023-01-03 22:00:00
site2,3,23,143.87,0.0,0.0,0.0,57.49,0.0,0.0,0.0,0.0,2023-01-03 23:00:00
site2,4,0,134.46,0.0,0.0,0.0,64.05,0.0,0.0,0.0,0.0,2023-01-04 00:00:00
site2,4,1,129.29,0.0,0.0,0.0,63.79,0.0,0.0,0.0,0.0,2023-01-04 01:00:00
site2,4,2,111.17,0.0,0.0,0.0,70.97,0.0,0.0,0.0,0.0,2023-01-04 02:00:00
site2,4,3,96.02,0.0,0.0,0.0,71.61,0.0,0.0,0.0,0.0,2023-01-04 03:00:00
site2,4,4,83.29,30.59,133.54,39.39,63.49,24.85,0.0,24.48,0.0,2023-01-04 04:00:00
site2,4,5,71.64,89.71,510.72,266.97,52.01,44.91,0.0,43.9,0.288,2023-01-04 05:00:00
site2,4,6,56.52,117.85,727.51,512.87,42.55,252.9,195.61,377.34,1.152,2023-01-04 06:00:00
site2,4,7,44.77,123.71,845.75,717.95,37.31,268.02,421.48,595.7,3.84,2023-01-04 07:00:00
site2,4,8,31.41,127.29,889.89,921.85,31.51,386.38,365.77,706.88,7.056,2023-01-04 08:00:00
site2,4,9,19.26,133.51,940.56,1028.5,27.47,425.48,299.44,669.39,7.824,2023-01-04 09:00:00
site2,4,10,15.13,135.5,947.01,1066.91,25.03,521.9,157.56,643.56,8.328,2023-01-04 10:00:00
site2,4,11,22.57,129.82,887.55,970.48,23.59,470.99,85.15,555.66,10.368,2023-01-04 11:00:00
site2,4,12,33.49,143.84,899.42,881.1,23.41,138.72,849.83,852.99,12.192,2023-01-04 12:00:00
site2,4,13,47.35,129.22,828.49,681.2,24.64,364.81,67.44,399.99,10.776,2023-01-04 13:00:00
site2,4,14,62.59,107.35,693.89,457.46,28.22,242.45,38.25,265.89,8.592,2023-01-04 14:00:00
site2,4,15,73.93,70.02,494.47,188.33,34.81,74.48,0.0,73.2,5.088,2023-01-04 15:00:00
site2,4,16,92.48,0.0,0.0,0.0,50.16,0.0,0.0,0.0,4.416,2023-01-04 16:00:00
site2,4,17,100.48,0.0,0.0,0.0,49.74,0.0,0.0,0.0,2.352,2023-01-04 17:00:00
site2,4,18,115.15,0.0,0.0,0.0,52.78,0.0,0.0,0.0,0.504,2023-01-04 18:00:00
site2,4,19,129.5,0.0,0.0,0.0,52.96,0.0,0.0,0.0,0.096,2023-01-04 19:00:00
site2,4,20,139.78,0.0,0.0,0.0,50.97,0.0,0.0,0.0,0.0,2023-01-04 20:00:00
site2,4,21,155.12,0.0,0.0,0.0,53.95,0.0,0.0,0.0,0.0,2023-01-04 21:00:00
site2,4,22,150.1,0.0,0.0,0.0,54.25,0.0,0.0,0.0,0.0,2023-01-04 22:00:00
site2,4,23,146.85,0.0,0.0,0.0,54.25,0.0,0.0,0.0,0.0,2023-01-04 23:00:00
