Site Name,Day,Hour,Total Energy(kWh),Datetime
site2,56,8,8.6,2023-02-25 08:00:00
site2,56,9,8.68,2023-02-25 09:00:00
site2,56,10,8.83,2023-02-25 10:00:00
site2,56,11,9.55,2023-02-25 11:00:00
site2,56,12,8.89,2023-02-25 12:00:00
site2,56,13,10.28,2023-02-25 13:00:00
site2,56,14,10.08,2023-02-25 14:00:00
site2,56,15,10.59,2023-02-25 15:00:00
site2,56,16,9.47,2023-02-25 16:00:00
site2,56,17,9.23,2023-02-25 17:00:00
site2,56,18,10.21,2023-02-25 18:00:00
site2,56,19,10.05,2023-02-25 19:00:00
site2,56,20,9.86,2023-02-25 20:00:00
site2,56,21,9.56,2023-02-25 21:00:00
site2,56,22,8.72,2023-02-25 22:00:00
site2,56,23,9.7,2023-02-25 23:00:00
site2,57,0,8.51,2023-02-26 00:00:00
site2,57,1,8.0,2023-02-26 01:00:00
site2,57,2,8.74,2023-02-26 02:00:00
site2,57,3,8.18,2023-02-26 03:00:00
site2,57,4,9.83,2023-02-26 04:00:00
site2,57,5,8.61,2023-02-26 05:00:00
site2,57,6,8.61,2023-02-26 06:00:00
site2,57,7,10.04,2023-02-26 07:00:00
site2,57,8,10.25,2023-02-26 08:00:00
site2,57,9,10.13,2023-02-26 09:00:00
site2,57,10,10.09,2023-02-26 10:00:00
site2,57,11,10.0,2023-02-26 11:00:00
site2,57,12,9.58,2023-02-26 12:00:00
site2,57,13,10.35,2023-02-26 13:00:00
site2,57,14,10.55,2023-02-26 14:00:00
site2,57,15,10.32,2023-02-26 15:00:00
site2,57,16,10.66,2023-02-26 16:00:00
site2,57,17,9.73,2023-02-26 17:00:00
site2,57,18,10.54,2023-02-26 18:00:00
site2,57,19,10.03,2023-02-26 19:00:00
site2,57,20,9.94,2023-02-26 20:00:00
site2,57,21,10.15,2023-02-26 21:00:00
site2,57,22,10.03,2023-02-26 22:00:00
site2,57,23,8.62,2023-02-26 23:00:00
site2,58,0,8.74,2023-02-27 00:00:00
site2,58,1,9.13,2023-02-27 01:00:00
site2,58,2,8.84,2023-02-27 02:00:00
site2,58,3,9.37,2023-02-27 03:00:00
site2,58,4,8.72,2023-02-27 04:00:00
site2,58,5,9.69,2023-02-27 05:00:00
site2,58,6,9.43,2023-02-27 06:00:00
site2,58,7,10.09,2023-02-27 07:00:00
site2,58,8,9.36,2023-02-27 08:00:00
site2,58,9,9.88,2023-02-27 09:00:00
site2,58,10,10.13,2023-02-27 10:00:00
site2,58,11,9.04,2023-02-27 11:00:00
site2,58,12,10.03,2023-02-27 12:00:00
site2,58,13,9.32,2023-02-27 13:00:00
site2,58,14,9.82,2023-02-27 14:00:00
site2,58,15,9.81,2023-02-27 15:00:00
site2,58,16,10.99,2023-02-27 16:00:00
site2,58,17,10.44,2023-02-27 17:00:00
site2,58,18,9.69,2023-02-27 18:00:00
site2,58,19,9.38,2023-02-27 19:00:00
site2,58,20,11.17,2023-02-27 20:00:00
site2,58,21,10.72,2023-02-27 21:00:00
site2,58,22,9.28,2023-02-27 22:00:00
site2,58,23,9.16,2023-02-27 23:00:00
site2,59,0,9.16,2023-02-28 00:00:00
site2,59,1,8.91,2023-02-28 01:00:00
site2,59,2,7.92,2023-02-28 02:00:00
site2,59,3,9.8,2023-02-28 03:00:00
site2,59,4,9.59,2023-02-28 04:00:00
site2,59,5,10.56,2023-02-28 05:00:00
site2,59,6,9.1,2023-02-28 06:00:00
site2,59,7,9.43,2023-02-28 07:00:00
site2,59,8,9.78,2023-02-28 08:00:00
site2,59,9,9.59,2023-02-28 09:00:00
site2,59,10,11.23,2023-02-28 10:00:00
site2,59,11,11.46,2023-02-28 11:00:00
site2,59,12,9.9,2023-02-28 12:00:00
site2,59,13,9.58,2023-02-28 13:00:00
site2,59,14,10.84,2023-02-28 14:00:00
site2,59,15,10.58,2023-02-28 15:00:00
site2,59,16,9.77,2023-02-28 16:00:00
site2,59,17,9.86,2023-02-28 17:00:00
site2,59,18,11.2,2023-02-28 18:00:00
site2,59,19,11.15,2023-02-28 19:00:00
site2,59,20,10.17,2023-02-28 20:00:00
site2,59,21,9.14,2023-02-28 21:00:00
site2,59,22,9.14,2023-02-28 22:00:00
site2,59,23,8.6,2023-02-28 23:00:00
site2,60,0,9.25,2023-03-01 00:00:00
site2,60,1,8.04,2023-03-01 01:00:00
site2,60,2,8.63,2023-03-01 02:00:00
site2,60,3,9.09,2023-03-01 03:00:00
site2,60,4,9.11,2023-03-01 04:00:00
site2,60,5,10.32,2023-03-01 05:00:00
site2,60,6,10.21,2023-03-01 06:00:00
site2,60,7,9.29,2023-03-01 07:00:00
site2,60,8,10.3,2023-03-01 08:00:00
site2,60,9,10.56,2023-03-01 09:00:00
site2,60,10,10.91,2023-03-01 10:00:00
site2,60,11,10.73,2023-03-01 11:00:00
site2,60,12,10.42,2023-03-01 12:00:00
site2,60,13,9.53,2023-03-01 13:00:00
site2,60,14,10.14,2023-03-01 14:00:00
site2,60,15,10.44,2023-03-01 15:00:00
site2,60,16,9.94,2023-03-01 16:00:00
site2,60,17,10.86,2023-03-01 17:00:00
site2,60,18,11.46,2023-03-01 18:00:00
site2,60,19,9.78,2023-03-01 19:00:00
site2,60,20,10.05,2023-03-01 20:00:00
site2,60,21,9.19,2023-03-01 21:00:00
site2,60,22,9.2,2023-03-01 22:00:00
site2,60,23,8.68,2023-03-01 23:00:00
site3,1,0,1.76,2023-01-01 00:00:00
site3,1,1,1.78,2023-01-01 01:00:00
site3,1,2,1.75,2023-01-01 02:00:00
site3,1,3,2.22,2023-01-01 03:00:00
site3,1,4,2.24,2023-01-01 04:00:00
site3,1,5,3.1,2023-01-01 05:00:00
site3,1,6,4.99,2023-01-01 06:00:00
site3,1,7,4.34,2023-01-01 07:00:00
site3,1,8,5.48,2023-01-01 08:00:00
site3,1,9,7.63,2023-01-01 09:00:00
site3,1,10,8.08,2023-01-01 10:00:00
site3,1,11,8.17,2023-01-01 11:00:00
site3,1,12,8.57,2023-01-01 12:00:00
site3,1,13,8.62,2023-01-01 13:00:00
site3,1,14,8.53,2023-01-01 14:00:00
site3,1,15,8.38,2023-01-01 15:00:00
site3,1,16,8.11,2023-01-01 16:00:00
site3,1,17,8.3,2023-01-01 17:00:00
site3,1,18,8.05,2023-01-01 18:00:00
site3,1,19,8.0,2023-01-01 19:00:00
site3,1,20,7.46,2023-01-01 20:00:00
site3,1,21,5.66,2023-01-01 21:00:00
site3,1,22,3.26,2023-01-01 22:00:00
site3,1,23,2.03,2023-01-01 23:00:00
site3,2,0,1.75,2023-01-02 00:00:00
site3,2,1,1.75,2023-01-02 01:00:00
site3,2,2,1.78,2023-01-02 02:00:00
site3,2,3,2.18,2023-01-02 03:00:00
site3,2,4,2.22,2023-01-02 04:00:00
site3,2,5,2.84,2023-01-02 05:00:00
site3,2,6,4.2,2023-01-02 06:00:00
site3,2,7,4.82,2023-01-02 07:00:00
site3,2,8,6.54,2023-01-02 08:00:00
site3,2,9,7.88,2023-01-02 09:00:00
site3,2,10,8.29,2023-01-02 10:00:00
site3,2,11,8.47,2023-01-02 11:00:00
site3,2,12,8.34,2023-01-02 12:00:00
site3,2,13,8.56,2023-01-02 13:00:00
site3,2,14,8.5,2023-01-02 14:00:00
site3,2,15,8.5,2023-01-02 15:00:00
site3,2,16,8.49,2023-01-02 16:00:00
site3,2,17,8.32,2023-01-02 17:00:00
site3,2,18,8.39,2023-01-02 18:00:00
site3,2,19,8.24,2023-01-02 19:00:00
site3,2,20,8.14,2023-01-02 20:00:00
site3,2,21,6.92,2023-01-02 21:00:00
site3,2,22,4.26,2023-01-02 22:00:00
site3,2,23,2.18,2023-01-02 23:00:00
site3,3,0,1.795,2023-01-03 00:00:00
site3,3,1,1.795,2023-01-03 01:00:00
site3,3,2,1.79,2023-01-03 02:00:00
site3,3,3,2.18,2023-01-03 03:00:00
site3,3,4,2.2,2023-01-03 04:00:00
site3,3,5,3.05,2023-01-03 05:00:00
site3,3,6,5.1,2023-01-03 06:00:00
site3,3,7,6.26,2023-01-03 07:00:00
site3,3,8,7.65,2023-01-03 08:00:00
site3,3,9,8.22,2023-01-03 09:00:00
site3,3,10,8.32,2023-01-03 10:00:00
site3,3,11,8.31,2023-01-03 11:00:00
site3,3,12,8.32,2023-01-03 12:00:00
site3,3,13,8.27,2023-01-03 13:00:00
site3,3,14,8.49,2023-01-03 14:00:00
site3,3,15,8.45,2023-01-03 15:00:00
site3,3,16,8.37,2023-01-03 16:00:00
site3,3,17,8.35,2023-01-03 17:00:00
site3,3,18,8.21,2023-01-03 18:00:00
site3,3,19,8.21,2023-01-03 19:00:00
site3,3,20,8.06,2023-01-03 20:00:00
site3,3,21,6.57,2023-01-03 21:00:00
site3,3,22,3.68,2023-01-03 22:00:00
site3,3,23,1.99,2023-01-03 23:00:00
site3,4,0,2.18,2023-01-04 00:00:00
site3,4,1,1.79,2023-01-04 01:00:00
site3,4,2,1.75,2023-01-04 02:00:00
site3,4,3,2.21,2023-01-04 03:00:00
site3,4,4,2.32,2023-01-04 04:00:00
site3,4,5,4.18,2023-01-04 05:00:00
site3,4,6,5.13,2023-01-04 06:00:00
site3,4,7,6.07,2023-01-04 07:00:00
site3,4,8,7.21,2023-01-04 08:00:00
site3,4,9,8.0,2023-01-04 09:00:00
site3,4,10,8.07,2023-01-04 10:00:00
site3,4,11,8.26,2023-01-04 11:00:00
site3,4,12,8.29,2023-01-04 12:00:00
site3,4,13,8.4,2023-01-04 13:00:00
site3,4,14,8.26,2023-01-04 14:00:00
site3,4,15,8.13,2023-01-04 15:00:00
site3,4,16,8.32,2023-01-04 16:00:00
site3,4,17,8.14,2023-01-04 17:00:00
site3,4,18,8.14,2023-01-04 18:00:00
site3,4,19,8.16,2023-01-04 19:00:00
site3,4,20,8.02,2023-01-04 20:00:00
site3,4,21,6.89,2023-01-04 21:00:00
site3,4,22,3.82,2023-01-04 22:00:00
site3,4,23,2.08,2023-01-04 23:00:00
site3,5,0,1.8,2023-01-05 00:00:00
site3,5,1,1.8,2023-01-05 01:00:00
site3,5,2,1.78,2023-01-05 02:00:00
site3,5,3,2.19,2023-01-05 03:00:00
site3,5,4,2.25,2023-01-05 04:00:00
site3,5,5,3.8,2023-01-05 05:00:00
site3,5,6,6.37,2023-01-05 06:00:00
site3,5,7,6.86,2023-01-05 07:00:00
site3,5,8,7.44,2023-01-05 08:00:00
site3,5,9,8.05,2023-01-05 09:00:00
site3,5,10,8.07,2023-01-05 10:00:00
site3,5,11,8.03,2023-01-05 11:00:00
site3,5,12,8.49,2023-01-05 12:00:00
site3,5,13,8.44,2023-01-05 13:00:00
site3,5,14,8.49,2023-01-05 14:00:00
site3,5,15,8.52,2023-01-05 15:00:00
site3,5,16,8.44,2023-01-05 16:00:00
site3,5,17,8.22,2023-01-05 17:00:00
site3,5,18,8.52,2023-01-05 18:00:00
site3,5,19,8.31,2023-01-05 19:00:00
site3,5,20,7.96,2023-01-05 20:00:00
site3,5,21,6.74,2023-01-05 21:00:00
site3,5,22,3.81,2023-01-05 22:00:00
site3,5,23,2.24,2023-01-05 23:00:00
site3,6,0,1.8,2023-01-06 00:00:00
site3,6,1,1.79,2023-01-06 01:00:00
site3,6,2,1.965,2023-01-06 02:00:00
site3,6,3,1.965,2023-01-06 03:00:00
site3,6,4,2.31,2023-01-06 04:00:00
site3,6,5,3.61,2023-01-06 05:00:00
site3,6,6,5.63,2023-01-06 06:00:00
site3,6,7,4.87,2023-01-06 07:00:00
site3,6,8,7.39,2023-01-06 08:00:00
site3,6,9,6.62,2023-01-06 09:00:00
site3,6,10,8.32,2023-01-06 10:00:00
site3,6,11,8.48,2023-01-06 11:00:00
site3,6,12,8.36,2023-01-06 12:00:00
site3,6,13,8.26,2023-01-06 13:00:00
site3,6,14,6.82,2023-01-06 14:00:00
site3,6,15,8.43,2023-01-06 15:00:00
site3,6,16,8.29,2023-01-06 16:00:00
site3,6,17,8.42,2023-01-06 17:00:00
site3,6,18,8.32,2023-01-06 18:00:00
site3,6,19,8.27,2023-01-06 19:00:00
site3,6,20,7.91,2023-01-06 20:00:00
site3,6,21,7.41,2023-01-06 21:00:00
site3,6,22,3.86,2023-01-06 22:00:00
site3,6,23,2.22,2023-01-06 23:00:00
site3,7,0,1.97,2023-01-07 00:00:00
site3,7,1,1.77,2023-01-07 01:00:00
site3,7,2,1.79,2023-01-07 02:00:00
site3,7,3,2.18,2023-01-07 03:00:00
site3,7,4,2.54,2023-01-07 04:00:00
site3,7,5,3.79,2023-01-07 05:00:00
site3,7,6,6.99,2023-01-07 06:00:00
site3,7,7,7.05,2023-01-07 07:00:00
site3,7,8,7.85,2023-01-07 08:00:00
site3,7,9,8.15,2023-01-07 09:00:00
site3,7,10,8.02,2023-01-07 10:00:00
site3,7,11,8.17,2023-01-07 11:00:00
site3,7,12,7.85,2023-01-07 12:00:00
site3,7,13,8.13,2023-01-07 13:00:00
site3,7,14,8.2,2023-01-07 14:00:00
site3,7,15,8.25,2023-01-07 15:00:00
site3,7,16,8.35,2023-01-07 16:00:00
site3,7,17,8.01,2023-01-07 17:00:00
site3,7,18,7.69,2023-01-07 18:00:00
site3,7,19,8.03,2023-01-07 19:00:00
site3,7,20,8.12,2023-01-07 20:00:00
site3,7,21,6.33,2023-01-07 21:00:00
site3,7,22,3.11,2023-01-07 22:00:00
site3,7,23,1.97,2023-01-07 23:00:00
site3,8,0,1.75,2023-01-08 00:00:00
site3,8,1,1.75,2023-01-08 01:00:00
site3,8,2,1.78,2023-01-08 02:00:00
site3,8,3,2.18,2023-01-08 03:00:00
site3,8,4,2.31,2023-01-08 04:00:00
site3,8,5,3.87,2023-01-08 05:00:00
site3,8,6,6.73,2023-01-08 06:00:00
site3,8,7,7.48,2023-01-08 07:00:00
site3,8,8,7.94,2023-01-08 08:00:00
site3,8,9,8.32,2023-01-08 09:00:00
site3,8,10,8.07,2023-01-08 10:00:00
site3,8,11,8.19,2023-01-08 11:00:00
site3,8,12,8.5,2023-01-08 12:00:00
site3,8,13,8.35,2023-01-08 13:00:00
site3,8,14,8.46,2023-01-08 14:00:00
site3,8,15,8.36,2023-01-08 15:00:00
site3,8,16,8.48,2023-01-08 16:00:00
site3,8,17,8.44,2023-01-08 17:00:00
site3,8,18,8.34,2023-01-08 18:00:00
site3,8,19,8.13,2023-01-08 19:00:00
site3,8,20,8.0,2023-01-08 20:00:00
site3,8,21,7.61,2023-01-08 21:00:00
site3,8,22,5.96,2023-01-08 22:00:00
site3,8,23,2.19,2023-01-08 23:00:00
site3,9,0,2.08,2023-01-09 00:00:00
site3,9,1,2.08,2023-01-09 01:00:00
site3,9,2,2.08,2023-01-09 02:00:00
site3,9,3,2.18,2023-01-09 03:00:00
site3,9,4,2.29,2023-01-09 04:00:00
site3,9,5,3.4,2023-01-09 05:00:00
site3,9,6,7.15,2023-01-09 06:00:00
site3,9,7,8.14,2023-01-09 07:00:00
site3,9,8,8.22,2023-01-09 08:00:00
site3,9,9,8.35,2023-01-09 09:00:00
site3,9,10,8.19,2023-01-09 10:00:00
site3,9,11,8.41,2023-01-09 11:00:00
site3,9,12,8.48,2023-01-09 12:00:00
site3,9,13,8.49,2023-01-09 13:00:00
site3,9,14,8.53,2023-01-09 14:00:00
site3,9,15,8.5,2023-01-09 15:00:00
site3,9,16,8.49,2023-01-09 16:00:00
site3,9,17,8.46,2023-01-09 17:00:00
site3,9,18,8.5,2023-01-09 18:00:00
site3,9,19,8.34,2023-01-09 19:00:00
site3,9,20,8.26,2023-01-09 20:00:00
site3,9,21,7.73,2023-01-09 21:00:00
site3,9,22,6.61,2023-01-09 22:00:00
site3,9,23,2.27,2023-01-09 23:00:00
site3,10,0,2.16,2023-01-10 00:00:00
site3,10,1,2.16,2023-01-10 01:00:00
site3,10,2,1.81,2023-01-10 02:00:00
site3,10,3,2.22,2023-01-10 03:00:00
site3,10,4,2.34,2023-01-10 04:00:00
site3,10,5,2.7,2023-01-10 05:00:00
site3,10,6,5.72,2023-01-10 06:00:00
site3,10,7,7.44,2023-01-10 07:00:00
site3,10,8,8.0,2023-01-10 08:00:00
site3,10,9,8.27,2023-01-10 09:00:00
site3,10,10,8.49,2023-01-10 10:00:00
site3,10,11,8.09,2023-01-10 11:00:00
site3,10,12,8.46,2023-01-10 12:00:00
site3,10,13,8.47,2023-01-10 13:00:00
site3,10,14,8.49,2023-01-10 14:00:00
site3,10,15,8.51,2023-01-10 15:00:00
site3,10,16,8.36,2023-01-10 16:00:00
site3,10,17,8.21,2023-01-10 17:00:00
site3,10,18,8.52,2023-01-10 18:00:00
site3,10,19,8.09,2023-01-10 19:00:00
site3,10,20,7.98,2023-01-10 20:00:00
site3,10,21,6.33,2023-01-10 21:00:00
site3,10,22,4.05,2023-01-10 22:00:00
site3,10,23,1.97,2023-01-10 23:00:00
site3,11,0,1.78,2023-01-11 00:00:00
site3,11,1,1.75,2023-01-11 01:00:00
site3,11,2,1.75,2023-01-11 02:00:00
site3,11,3,2.22,2023-01-11 03:00:00
site3,11,4,2.24,2023-01-11 04:00:00
site3,11,5,4.18,2023-01-11 05:00:00
site3,11,6,6.555,2023-01-11 06:00:00
site3,11,7,6.555,2023-01-11 07:00:00
site3,11,8,7.34,2023-01-11 08:00:00
site3,11,9,8.21,2023-01-11 09:00:00
site3,11,10,8.18,2023-01-11 10:00:00
site3,11,11,8.04,2023-01-11 11:00:00
site3,11,12,8.11,2023-01-11 12:00:00
site3,11,13,8.42,2023-01-11 13:00:00
site3,11,14,8.54,2023-01-11 14:00:00
site3,11,15,8.44,2023-01-11 15:00:00
site3,11,16,8.55,2023-01-11 16:00:00
site3,11,17,8.26,2023-01-11 17:00:00
site3,11,18,8.04,2023-01-11 18:00:00
site3,11,19,8.19,2023-01-11 19:00:00
site3,11,20,8.05,2023-01-11 20:00:00
site3,11,21,5.89,2023-01-11 21:00:00
site3,11,22,4.67,2023-01-11 22:00:00
site3,11,23,2.05,2023-01-11 23:00:00
site3,12,0,1.83,2023-01-12 00:00:00
site3,12,1,1.78,2023-01-12 01:00:00
site3,12,2,1.85,2023-01-12 02:00:00
site3,12,3,2.22,2023-01-12 03:00:00
site3,12,4,3.09,2023-01-12 04:00:00
site3,12,5,4.44,2023-01-12 05:00:00
site3,12,6,6.64,2023-01-12 06:00:00
site3,12,7,5.64,2023-01-12 07:00:00
site3,12,8,7.25,2023-01-12 08:00:00
site3,12,9,7.96,2023-01-12 09:00:00
site3,12,10,8.13,2023-01-12 10:00:00
site3,12,11,8.01,2023-01-12 11:00:00
site3,12,12,8.32,2023-01-12 12:00:00
site3,12,13,8.28,2023-01-12 13:00:00
site3,12,14,8.42,2023-01-12 14:00:00
site3,12,15,8.5,2023-01-12 15:00:00
site3,12,16,8.49,2023-01-12 16:00:00
site3,12,17,8.26,2023-01-12 17:00:00
site3,12,18,8.16,2023-01-12 18:00:00
site3,12,19,8.22,2023-01-12 19:00:00
site3,12,20,7.99,2023-01-12 20:00:00
site3,12,21,7.85,2023-01-12 21:00:00
site3,12,22,5.51,2023-01-12 22:00:00
site3,12,23,1.96,2023-01-12 23:00:00
site3,13,0,1.775,2023-01-13 00:00:00
site3,13,1,1.775,2023-01-13 01:00:00
site3,13,2,1.75,2023-01-13 02:00:00
site3,13,3,2.22,2023-01-13 03:00:00
site3,13,4,2.52,2023-01-13 04:00:00
site3,13,5,4.05,2023-01-13 05:00:00
site3,13,6,6.74,2023-01-13 06:00:00
site3,13,7,7.01,2023-01-13 07:00:00
site3,13,8,7.85,2023-01-13 08:00:00
site3,13,9,8.21,2023-01-13 09:00:00
site3,13,10,7.9,2023-01-13 10:00:00
site3,13,11,8.21,2023-01-13 11:00:00
site3,13,12,8.54,2023-01-13 12:00:00
site3,13,13,8.45,2023-01-13 13:00:00
site3,13,14,8.45,2023-01-13 14:00:00
site3,13,15,8.48,2023-01-13 15:00:00
site3,13,16,8.46,2023-01-13 16:00:00
site3,13,17,8.19,2023-01-13 17:00:00
site3,13,18,8.25,2023-01-13 18:00:00
site3,13,19,8.33,2023-01-13 19:00:00
site3,13,20,8.17,2023-01-13 20:00:00
site3,13,21,6.94,2023-01-13 21:00:00
site3,13,22,3.183333333,2023-01-13 22:00:00
site3,13,23,3.183333333,2023-01-13 23:00:00
site3,14,0,3.183333333,2023-01-14 00:00:00
site3,14,1,1.75,2023-01-14 01:00:00
site3,14,2,1.78,2023-01-14 02:00:00
site3,14,3,2.18,2023-01-14 03:00:00
site3,14,4,2.78,2023-01-14 04:00:00
site3,14,5,5.51,2023-01-14 05:00:00
site3,14,6,7.33,2023-01-14 06:00:00
site3,14,7,7.62,2023-01-14 07:00:00
site3,14,8,8.39,2023-01-14 08:00:00
site3,14,9,8.37,2023-01-14 09:00:00
site3,14,10,8.46,2023-01-14 10:00:00
site3,14,11,8.5,2023-01-14 11:00:00
site3,14,12,8.48,2023-01-14 12:00:00
site3,14,13,8.33,2023-01-14 13:00:00
site3,14,14,8.34,2023-01-14 14:00:00
site3,14,15,8.37,2023-01-14 15:00:00
site3,14,16,8.49,2023-01-14 16:00:00
site3,14,17,8.35,2023-01-14 17:00:00
site3,14,18,8.23,2023-01-14 18:00:00
site3,14,19,8.17,2023-01-14 19:00:00
site3,14,20,8.01,2023-01-14 20:00:00
site3,14,21,7.57,2023-01-14 21:00:00
site3,14,22,4.55,2023-01-14 22:00:00
site3,14,23,2.0,2023-01-14 23:00:00
site3,15,0,1.755,2023-01-15 00:00:00
site3,15,1,1.755,2023-01-15 01:00:00
site3,15,2,1.78,2023-01-15 02:00:00
site3,15,3,2.18,2023-01-15 03:00:00
site3,15,4,2.41,2023-01-15 04:00:00
site3,15,5,3.25,2023-01-15 05:00:00
site3,15,6,4.19,2023-01-15 06:00:00
site3,15,7,5.48,2023-01-15 07:00:00
site3,15,8,6.68,2023-01-15 08:00:00
site3,15,9,7.75,2023-01-15 09:00:00
site3,15,10,8.12,2023-01-15 10:00:00
site3,15,11,8.16,2023-01-15 11:00:00
site3,15,12,7.98,2023-01-15 12:00:00
site3,15,13,8.47,2023-01-15 13:00:00
site3,15,14,8.42,2023-01-15 14:00:00
site3,15,15,8.52,2023-01-15 15:00:00
site3,15,16,8.32,2023-01-15 16:00:00
site3,15,17,8.07,2023-01-15 17:00:00
site3,15,18,8.24,2023-01-15 18:00:00
site3,15,19,8.16,2023-01-15 19:00:00
site3,15,20,7.39,2023-01-15 20:00:00
site3,15,21,6.67,2023-01-15 21:00:00
site3,15,22,5.83,2023-01-15 22:00:00
site3,15,23,2.1,2023-01-15 23:00:00
site3,16,0,1.82,2023-01-16 00:00:00
site3,16,1,1.79,2023-01-16 01:00:00
site3,16,2,1.78,2023-01-16 02:00:00
site3,16,3,2.18,2023-01-16 03:00:00
site3,16,4,2.32,2023-01-16 04:00:00
site3,16,5,3.92,2023-01-16 05:00:00
site3,16,6,4.75,2023-01-16 06:00:00
site3,16,7,5.89,2023-01-16 07:00:00
site3,16,8,7.18,2023-01-16 08:00:00
site3,16,9,7.66,2023-01-16 09:00:00
site3,16,10,8.38,2023-01-16 10:00:00
site3,16,11,8.33,2023-01-16 11:00:00
site3,16,12,8.5,2023-01-16 12:00:00
site3,16,13,8.5,2023-01-16 13:00:00
site3,16,14,8.51,2023-01-16 14:00:00
site3,16,15,8.48,2023-01-16 15:00:00
site3,16,16,8.46,2023-01-16 16:00:00
site3,16,17,8.33,2023-01-16 17:00:00
site3,16,18,8.4,2023-01-16 18:00:00
site3,16,19,8.4,2023-01-16 19:00:00
site3,16,20,4.88,2023-01-16 20:00:00
site3,16,21,1.31,2023-01-16 21:00:00
site3,16,22,6.29,2023-01-16 22:00:00
site3,16,23,2.29,2023-01-16 23:00:00
site3,17,0,2.06,2023-01-17 00:00:00
site3,17,1,1.77,2023-01-17 01:00:00
site3,17,2,1.79,2023-01-17 02:00:00
site3,17,3,2.18,2023-01-17 03:00:00
site3,17,4,2.18,2023-01-17 04:00:00
site3,17,5,2.72,2023-01-17 05:00:00
site3,17,6,3.1,2023-01-17 06:00:00
site3,17,7,5.67,2023-01-17 07:00:00
site3,17,8,7.44,2023-01-17 08:00:00
site3,17,9,7.48,2023-01-17 09:00:00
site3,17,10,7.75,2023-01-17 10:00:00
site3,17,11,8.11,2023-01-17 11:00:00
site3,17,12,8.32,2023-01-17 12:00:00
site3,17,13,8.5,2023-01-17 13:00:00
site3,17,14,8.54,2023-01-17 14:00:00
site3,17,15,8.49,2023-01-17 15:00:00
site3,17,16,8.35,2023-01-17 16:00:00
site3,17,17,8.49,2023-01-17 17:00:00
site3,17,18,8.49,2023-01-17 18:00:00
site3,17,19,8.15,2023-01-17 19:00:00
site3,17,20,5.25,2023-01-17 20:00:00
site3,17,21,1.41,2023-01-17 21:00:00
site3,17,22,7.59,2023-01-17 22:00:00
site3,17,23,2.29,2023-01-17 23:00:00
site3,18,0,1.88,2023-01-18 00:00:00
site3,18,1,1.75,2023-01-18 01:00:00
site3,18,2,1.78,2023-01-18 02:00:00
site3,18,3,2.19,2023-01-18 03:00:00
site3,18,4,2.29,2023-01-18 04:00:00
site3,18,5,6.05,2023-01-18 05:00:00
site3,18,6,8.24,2023-01-18 06:00:00
site3,18,7,3.58,2023-01-18 07:00:00
site3,18,8,5.04,2023-01-18 08:00:00
site3,18,9,6.73,2023-01-18 09:00:00
site3,18,10,8.09,2023-01-18 10:00:00
site3,18,11,8.22,2023-01-18 11:00:00
site3,18,12,8.06,2023-01-18 12:00:00
site3,18,13,8.05,2023-01-18 13:00:00
site3,18,14,8.32,2023-01-18 14:00:00
site3,18,15,8.42,2023-01-18 15:00:00
site3,18,16,8.48,2023-01-18 16:00:00
site3,18,17,8.27,2023-01-18 17:00:00
site3,18,18,7.99,2023-01-18 18:00:00
site3,18,19,8.18,2023-01-18 19:00:00
site3,18,20,7.91,2023-01-18 20:00:00
site3,18,21,5.7,2023-01-18 21:00:00
site3,18,22,3.06,2023-01-18 22:00:00
site3,18,23,1.92,2023-01-18 23:00:00
site3,19,0,1.83,2023-01-19 00:00:00
site3,19,1,1.79,2023-01-19 01:00:00
site3,19,2,1.75,2023-01-19 02:00:00
site3,19,3,2.21,2023-01-19 03:00:00
site3,19,4,2.28,2023-01-19 04:00:00
site3,19,5,3.76,2023-01-19 05:00:00
site3,19,6,3.85,2023-01-19 06:00:00
site3,19,7,4.06,2023-01-19 07:00:00
site3,19,8,5.69,2023-01-19 08:00:00
site3,19,9,6.94,2023-01-19 09:00:00
site3,19,10,7.71,2023-01-19 10:00:00
site3,19,11,8.14,2023-01-19 11:00:00
site3,19,12,7.81,2023-01-19 12:00:00
site3,19,13,8.05,2023-01-19 13:00:00
site3,19,14,8.26,2023-01-19 14:00:00
site3,19,15,8.31,2023-01-19 15:00:00
site3,19,16,8.49,2023-01-19 16:00:00
site3,19,17,8.37,2023-01-19 17:00:00
site3,19,18,8.27,2023-01-19 18:00:00
site3,19,19,8.23,2023-01-19 19:00:00
site3,19,20,8.06,2023-01-19 20:00:00
site3,19,21,6.81,2023-01-19 21:00:00
site3,19,22,6.29,2023-01-19 22:00:00
site3,19,23,1.95,2023-01-19 23:00:00
site3,20,0,1.75,2023-01-20 00:00:00
site3,20,1,1.78,2023-01-20 01:00:00
site3,20,2,1.75,2023-01-20 02:00:00
site3,20,3,2.18,2023-01-20 03:00:00
site3,20,4,2.46,2023-01-20 04:00:00
site3,20,5,4.92,2023-01-20 05:00:00
site3,20,6,7.19,2023-01-20 06:00:00
site3,20,7,6.53,2023-01-20 07:00:00
site3,20,8,7.25,2023-01-20 08:00:00
site3,20,9,8.1,2023-01-20 09:00:00
site3,20,10,8.01,2023-01-20 10:00:00
site3,20,11,8.32,2023-01-20 11:00:00
site3,20,12,8.15,2023-01-20 12:00:00
